SiteNumber,Type,LocationID,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,ARPLatitudeS,Latitude,ARPLongitudeS,Longitude,Elevation,ChartName,ActiviationDate,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights
14747.*A,AIRPORT,TCS,ASW,LNM,NM,NEW MEXICO,SIERRA,NM,TRUTH OR CONSEQUENCES,TRUTH OR CONSEQUENCES MUNI,PU,PU,119647.3,33.23536111,386171.6,-107.2698889,4861,ALBUQUERQUE,2/1/1946,N,N,N,Y
14748.*A,AIRPORT,TCC,ASW,LNM,NM,NEW MEXICO,QUAY,NM,TUCUMCARI,TUCUMCARI MUNI,PU,PU,126658.001,35.18277806,372971.5,-103.6031944,4064,ALBUQUERQUE,8/1/1941,N,N,N,Y
14750.*A,AIRPORT,NM28,ASW,LNM,NM,NEW MEXICO,OTERO,NM,TULAROSA,BECKETT FARM,PR,PR,119005.3,33.05702778,381690.96,-106.0252667,4430,ALBUQUERQUE,8/1/1993,,,,
14752.*A,AIRPORT,N17,ASW,LNM,NM,NEW MEXICO,GUADALUPE,NM,VAUGHN,VAUGHN MUNI,PU,PU,124576.489,34.60458028,378690.559,-105.1918219,5928,ALBUQUERQUE,2/1/2007,,,,
14757.2*A,AIRPORT,98NM,ASW,LNM,NM,NEW MEXICO,MORA,NM,WAGON MOUND,S & S RANCH,PR,PR,129876.129,36.0767025,376984.97,-104.7180472,6310,DENVER,4/1/1968,,,,
14759.8*A,AIRPORT,WSD,ASW,LNM,NM,NEW MEXICO,DONA ANA,NM,WHITE SANDS,CONDRON AAF,MR,PR,116429.339,32.34148306,383049.966,-106.4027683,3934,ALBUQUERQUE,,,,,Y
14762.*A,AIRPORT,NM49,ASW,LNM,NM,NEW MEXICO,TORRANCE,NM,WILLARD,J & M FARMS,PR,PR,124493.229,34.5814525,381871.051,-106.0752919,6135,ALBUQUERQUE,7/1/1985,,,,
14766.*A,AIRPORT,ZUN,ASW,LNM,NM,NEW MEXICO,MC KINLEY,NM,ZUNI PUEBLO,BLACK ROCK,PU,PU,126299.617,35.08322694,391650.397,-108.7917769,6454,ALBUQUERQUE,12/1/1966,,,,Y
13011.*A,AIRPORT,L92,AWP,PHX,NV,NEVADA,LINCOLN,NV,ALAMO,ALAMO LANDING FIELD,PU,PU,134508.325,37.36342361,414703.785,-115.1954958,3757,LAS VEGAS,12/1/1979,,,,
13012.*A,AIRPORT,TMT,AWP,PHX,NV,NEVADA,LANDER,NV,AUSTIN,AUSTIN,PU,PU,142084.6,39.46794444,421910.8,-117.1974444,5735,LAS VEGAS,2/1/1943,N,N,N,Y
13012.16*A,AIRPORT,NV35,AWP,PHX,NV,NEVADA,CHURCHILL,NV,AUSTIN,HUDSON,PR,PR,142359.714,39.544365,423902.416,-117.7506711,5180,LAS VEGAS,7/1/1966,,,N,N
13012.17*A,AIRPORT,NV02,AWP,PHX,NV,NEVADA,NYE,NV,AUSTIN,O'TOOLE RANCH,PR,PR,140639.74,39.06659444,422718.346,-117.4217628,6520,LAS VEGAS,2/1/1971,,,N,N
13016.*A,AIRPORT,BAM,AWP,PHX,NV,NEVADA,LANDER,NV,BATTLE MOUNTAIN,BATTLE MOUNTAIN,PU,PU,146156.6,40.59905556,420747.6,-116.8743333,4536,SALT LAKE CITY,2/1/1944,N,N,N,Y
13016.1*A,AIRPORT,NV64,AWP,PHX,NV,NEVADA,LANDER,NV,BATTLE MOUNTAIN,SWANSON RANCH 3,PR,PR,144029.7,40.00825,422611.383,-117.3920508,4940,KLAMATH FALLS,12/1/1983,,,,
13020.1*A,AIRPORT,BTY,AWP,PHX,NV,NEVADA,NYE,NV,BEATTY,BEATTY,PU,PU,132700.1,36.86113889,420431,-116.7863889,3169,LAS VEGAS,4/1/1952,N,N,N,Y
13027.11*A,AIRPORT,BVU,AWP,PHX,NV,NEVADA,CLARK,NV,BOULDER CITY,BOULDER CITY MUNI,PU,PU,129410.5683,35.94738008,413500.9568,-114.8613769,2203,LAS VEGAS,8/1/1990,,,,
13034.5*A,AIRPORT,1L4,AWP,PHX,NV,NEVADA,CLARK,NV,CAL NEV ARI,KIDWELL,PR,PU,127099.978,35.30554944,413577.91,-114.8827528,2605,PHOENIX,,N,N,N,N
13042.*A,AIRPORT,CXP,AWP,PHX,NV,NEVADA,CARSON CITY,NV,CARSON CITY,CARSON,PU,PU,141092.3,39.19230556,431037.3,-119.7325833,4704,SAN FRANCISCO,4/1/1940,N,N,N,Y
13042.02*H,HELIPORT,NV60,AWP,PHX,NV,NEVADA,CARSON CITY,NV,CARSON CITY,CARSON-TAHOE HOSPITAL,PR,PR,141128.46,39.20235,431225.34,-119.7848167,4849,SAN FRANCISCO,7/1/1982,,,,
13042.04*H,HELIPORT,NV15,AWP,PHX,NV,NEVADA,CARSON CITY,NV,CARSON CITY,CARSON-TAHOE RGNL MEDICAL CENTER,PR,PR,141130,39.20277778,431221,-119.7836111,4850,SAN FRANCISCO,3/1/2006,,,,
13042.01*A,AIRPORT,2Q5,AWP,PHX,NV,NEVADA,CARSON CITY,NV,CARSON CITY,PARKER CARSON,PR,PU,141125.6822,39.20157839,430860.3871,-119.6834409,4938,SAN FRANCISCO,10/1/1972,,,,
13044.2*A,AIRPORT,U74,AWP,PHX,NV,NEVADA,EUREKA,NV,CRESCENT VALLEY,CRESCENT VALLEY,PU,PU,145497.4,40.41594444,419628.6,-116.5635,4790,SALT LAKE CITY,9/1/1964,N,N,N,N
13044.4*A,AIRPORT,9U7,AWP,PHX,NV,NEVADA,NYE,NV,CURRANT,CURRANT RANCH,PU,PU,139449.765,38.73604583,415729.099,-115.4803053,5181,LAS VEGAS,8/1/1964,,,N,N
13044.8*A,AIRPORT,A34,AWP,PHX,NV,NEVADA,LYON,NV,DAYTON/CARSON CITY,DAYTON VALLEY AIRPARK,PR,PU,141258.3,39.23841667,430399.6,-119.5554444,4414,SAN FRANCISCO,10/1/1988,,,,
13045.*A,AIRPORT,NV04,AWP,PHX,NV,NEVADA,ELKO,NV,DEETH,MARYS RIVER RANCH,PR,PR,148738.702,41.31630611,414900.21,-115.2500583,5600,SALT LAKE CITY,9/1/1962,,,,
13046.*A,AIRPORT,E85,AWP,PHX,NV,NEVADA,HUMBOLDT,NV,DENIO,DENIO JUNCTION,PU,PU,151034.625,41.9540625,427071.623,-118.6310064,4202,KLAMATH FALLS,5/1/2000,,,,
13047.01*A,AIRPORT,01U,AWP,PHX,NV,NEVADA,NYE,NV,DUCKWATER,DUCKWATER,PU,PU,139871.7,38.85325,416284.8,-115.6346667,5133,LAS VEGAS,8/1/1964,,,N,N
13047.2*A,AIRPORT,NV27,AWP,PHX,NV,NEVADA,ESMERALDA,NV,DYER,CIRCLE L RANCH,PR,PR,135779.748,37.71659667,425103.379,-118.0842719,4835,SAN FRANCISCO,4/1/1949,N,N,N,N
13047.3*A,AIRPORT,2Q9,AWP,PHX,NV,NEVADA,ESMERALDA,NV,DYER,DYER,PU,PU,135394.753,37.60965361,424823.36,-118.0064889,4899,SAN FRANCISCO,4/1/1961,N,N,N,N
13048.*A,AIRPORT,EKO,AWP,PHX,NV,NEVADA,ELKO,NV,ELKO,ELKO RGNL,PU,PU,146969.8618,40.82496161,416849.2024,-115.7914451,5139,SALT LAKE CITY,4/1/1940,N,N,N,Y
13048.02*A,AIRPORT,NV22,AWP,PHX,NV,NEVADA,ELKO,NV,ELKO,RED ROCK RANCH,PR,PR,145125.733,40.31270361,417228.228,-115.89673,6158,LAS VEGAS,2/1/1991,,,,
13051.*A,AIRPORT,ELY,AWP,PHX,NV,NEVADA,WHITE PINE,NV,ELY,ELY ARPT /YELLAND FLD/,PU,PU,141478.9,39.29969444,413430.8,-114.8418889,6259,LAS VEGAS,11/1/1938,N,N,N,Y
13051.02*A,AIRPORT,7CL8,AWP,PHX,NV,NEVADA,LINCOLN,NV,ELY/PIOCHE,GEYSER RANCH,PR,PR,139190.82,38.66411667,412676.009,-114.6322247,5977,LAS VEGAS,12/1/1972,,,N,N
13052.*A,AIRPORT,1A8,AWP,PHX,NV,NEVADA,WASHOE,NV,EMPIRE,EMPIRE,PU,PU,146082.8,40.57855556,429665.2,-119.3514444,3990,KLAMATH FALLS,4/1/1987,,,,
13054.*A,AIRPORT,05U,AWP,PHX,NV,NEVADA,EUREKA,NV,EUREKA,EUREKA,PU,PU,142573.5,39.60375,417613,-116.0036111,5957,LAS VEGAS,11/1/1952,N,N,N,Y
13057.22*A,AIRPORT,26NV,AWP,PHX,NV,NEVADA,CHURCHILL,NV,FALLON,DARROW FIELD,PR,PR,142050,39.45833333,427910,-118.8638889,3965,SAN FRANCISCO,5/1/2001,,,,
13057.2*A,AIRPORT,NV30,AWP,PHX,NV,NEVADA,CHURCHILL,NV,FALLON,DIXIE VALLEY,PR,PR,143879.694,39.96658167,424179.45,-117.827625,3443,LAS VEGAS,2/1/1991,,,,
13057.1*A,AIRPORT,FLX,AWP,PHX,NV,NEVADA,CHURCHILL,NV,FALLON,FALLON MUNI,PU,PU,142196.7,39.49908333,427495.5,-118.74875,3966,SAN FRANCISCO,8/1/1952,N,N,N,Y
13057.*A,AIRPORT,NFL,AWP,PHX,NV,NEVADA,CHURCHILL,NV,FALLON,FALLON NAS (VAN VOORHIS FLD),MN,PR,141904.189,39.41783028,427314.917,-118.6985881,3934,SAN FRANCISCO,12/1/1942,,,,Y
13057.21*A,AIRPORT,1NV1,AWP,PHX,NV,NEVADA,CHURCHILL,NV,FALLON,FALLON SOUTHWEST AIRPARK,PR,PR,141895,39.41527778,427812,-118.8366667,3950,LAS VEGAS,9/1/1999,,,,
13060.*A,AIRPORT,N58,AWP,PHX,NV,NEVADA,LYON,NV,FERNLEY,TIGER FLD,PU,PU,142414.6,39.55961111,429269.2,-119.2414444,4346,SAN FRANCISCO,8/1/1991,,,,
13062.*A,AIRPORT,GAB,AWP,PHX,NV,NEVADA,NYE,NV,GABBS,GABBS,PU,PU,140126.728,38.92409111,424652.426,-117.9590072,4700,LAS VEGAS,9/1/1943,N,N,N,Y
13062.7*A,AIRPORT,NV55,AWP,PHX,NV,NEVADA,DOUGLAS,NV,GARDNERVILLE,PINENUT,PR,PR,140035.92,38.89886667,430737.9,-119.6494167,5260,SAN FRANCISCO,7/1/1991,,,,
13064.54*A,AIRPORT,88NV,AWP,PHX,NV,NEVADA,WASHOE,NV,GERLACH,BLACK ROCK CITY,PR,PR,146726.4,40.75733333,429166.3,-119.2128611,3904,KLAMATH FALLS,7/1/2009,,,,
13064.51*A,AIRPORT,NV06,AWP,PHX,NV,NEVADA,HUMBOLDT,NV,GERLACH,SOLDIER MEADOW NR 1,PR,PR,148977.633,41.38267583,429008.68,-119.1690778,4494,KLAMATH FALLS,1/1/1960,,,N,N
13064.5*A,AIRPORT,NV05,AWP,PHX,NV,NEVADA,HUMBOLDT,NV,GERLACH,SOLDIER MEADOW NR 2,PR,PR,148044.633,41.12350917,428898.652,-119.1385144,4150,KLAMATH FALLS,1/1/1960,,,N,N
13070.*A,AIRPORT,0L4,AWP,PHX,NV,NEVADA,ESMERALDA,NV,GOLDFIELD,LIDA JUNCTION,PU,PU,134970.8,37.49188889,421878.3,-117.1884167,4684,LAS VEGAS,2/1/1955,N,N,N,N
13072.*A,AIRPORT,HTH,AWP,PHX,NV,NEVADA,MINERAL,NV,HAWTHORNE,HAWTHORNE INDUSTRIAL,PU,PU,138762.277,38.54507694,427076.651,-118.6324031,4230,SAN FRANCISCO,10/1/1937,N,N,N,Y
13073.01*H,HELIPORT,NV10,AWP,PHX,NV,NEVADA,CLARK,NV,HENDERSON,CAR COUNTRY,PR,PR,129556.922,35.98803389,413732.959,-114.9258219,2300,PHOENIX,12/1/1992,,,,
13073.*H,HELIPORT,NV25,AWP,PHX,NV,NEVADA,CLARK,NV,HENDERSON,ST ROSE DOMINICAN HOSPITAL,PR,PR,129749.915,36.04164306,413942.971,-114.9841586,1890,LAS VEGAS,10/1/1968,,,N,N
13073.1*A,AIRPORT,NV26,AWP,PHX,NV,NEVADA,CLARK,NV,HENDERSON,VOC TECH,PU,PR,129884.906,36.07914056,414247.986,-115.068885,1913,LAS VEGAS,8/1/1969,,,N,N
13079.*A,AIRPORT,INS,AWP,PHX,NV,NEVADA,CLARK,NV,INDIAN SPRINGS,CREECH AFB,MA,PR,131710.8376,36.58634378,416438.534,-115.6773706,3134,LAS VEGAS,,N,N,N,Y
13079.25*A,AIRPORT,06U,AWP,PHX,NV,NEVADA,ELKO,NV,JACKPOT,JACKPOT/HAYDEN FIELD,PU,PU,151112.9856,41.97582933,412768.8567,-114.6580158,5224,SALT LAKE CITY,8/1/1962,N,N,N,Y
13079.6*A,AIRPORT,NV42,AWP,PHX,NV,NEVADA,CLARK,NV,JEAN,HERITAGE,PR,PR,128792.912,35.77580889,416273.02,-115.6313944,2575,LOS ANGELES,2/1/1991,,,,
13079.5*A,AIRPORT,0L7,AWP,PHX,NV,NEVADA,CLARK,NV,JEAN,JEAN,PU,PU,128765.78,35.76827222,415186.696,-115.3296378,2835,LAS VEGAS,3/1/1943,N,N,N,Y
13080.*A,AIRPORT,N15,AWP,PHX,NV,NEVADA,LANDER,NV,KINGSTON,KINGSTON,PU,PU,141129.5949,39.20266525,421448.1637,-117.0689344,6075,LAS VEGAS,11/1/2002,,,,
13082.17*H,HELIPORT,NV40,AWP,PHX,NV,NEVADA,CLARK,NV,LAS VEGAS,ACTION,PR,PR,129420,35.95,414600,-115.1666667,2460,LAS VEGAS,5/1/1997,,,,
13082.1*H,HELIPORT,NV48,AWP,PHX,NV,NEVADA,CLARK,NV,LAS VEGAS,CIRCUS CIRCUS,PR,PR,130094.895,36.13747083,414603.001,-115.1675003,2122,LAS VEGAS,9/1/1979,,,,
13082.12*H,HELIPORT,NV52,AWP,PHX,NV,NEVADA,CLARK,NV,LAS VEGAS,CITY HALL COMPLEX,PU,PR,130219.893,36.1721925,414506.002,-115.1405561,2000,LAS VEGAS,5/1/1980,,,,
13082.13*H,HELIPORT,NV61,AWP,PHX,NV,NEVADA,CLARK,NV,LAS VEGAS,GILBERT DEVELOPMENT CORP,PR,PR,130384.89,36.218025,414481.009,-115.1336136,1981,LAS VEGAS,12/1/1982,,,,
13082.2*H,HELIPORT,NV49,AWP,PHX,NV,NEVADA,CLARK,NV,LAS VEGAS,HACIENDA HOTEL,PR,PR,129929.899,36.09163861,414627.994,-115.1744428,2172,LAS VEGAS,7/1/1979,,,,
13083.29*A,AIRPORT,HND,AWP,PHX,NV,NEVADA,CLARK,NV,LAS VEGAS,HENDERSON EXECUTIVE,PU,PU,129502.3,35.97286111,414484,-115.1344444,2491,LAS VEGAS,10/1/1970,N,N,N,N
13083.4*H,HELIPORT,NV38,AWP,PHX,NV,NEVADA,CLARK,NV,LAS VEGAS,KLAS CHANNEL 8,PR,PR,130070,36.13055556,414572,-115.1588889,2100,LAS VEGAS,11/1/2002,,,,
13083.*A,AIRPORT,LAS,AWP,PHX,NV,NEVADA,CLARK,NV,LAS VEGAS,MC CARRAN INTL,PU,PU,129888.2,36.08005556,414548.1,-115.15225,2181,LAS VEGAS,1/1/1947,N,Y,N,Y
13081.*A,AIRPORT,LSV,AWP,PHX,NV,NEVADA,CLARK,NV,LAS VEGAS,NELLIS AFB,MA,PR,130450.32,36.2362,414123.31,-115.0342528,1869,LAS VEGAS,11/1/1937,N,N,N,Y
13082.*A,AIRPORT,VGT,AWP,PHX,NV,NEVADA,CLARK,NV,LAS VEGAS,NORTH LAS VEGAS,PU,PU,130358.5,36.21069444,414700,-115.1944444,2205,LAS VEGAS,1/1/1942,N,N,N,N
13083.31*H,HELIPORT,2VE2,AWP,PHX,NV,NEVADA,CLARK,NV,LAS VEGAS,SPRING VALLEY HOSPITAL,PR,PR,129927,36.09083333,414861,-115.2391667,2375,LAS VEGAS,6/1/2007,,,,
13083.3*H,HELIPORT,0NV1,AWP,PHX,NV,NEVADA,CLARK,NV,LAS VEGAS,SUMMERLIN MEDICAL CENTER,PR,PR,130297,36.19361111,415083,-115.3008333,2745,LAS VEGAS,3/1/2000,,,,
13083.78*H,HELIPORT,10NV,AWP,NONE,NV,NEVADA,CLARK,NV,LAS VEGAS,SUNRISE MOUNTAIN VIEW HOSPITAL,PR,PR,130372.1418,36.21448383,414894.7614,-115.2485448,2328,LAS VEGAS,12/1/2015,,,,
13083.27*H,HELIPORT,NV34,AWP,PHX,NV,NEVADA,CLARK,NV,LAS VEGAS,UNIVERSITY MEDICAL CENTER-SOUTHERN NEVADA,PU,PR,130175.893,36.15997028,414599.004,-115.16639,2096,LAS VEGAS,8/1/1973,,,,
13082.21*H,HELIPORT,NV53,AWP,PHX,NV,NEVADA,CLARK,NV,LAS VEGAS,VALLEY HOSPITAL MEDICAL CENTER,PR,PR,130187.892,36.16330333,414596.002,-115.1655561,2055,LAS VEGAS,9/1/1980,,,,
13082.23*H,HELIPORT,NV62,AWP,PHX,NV,NEVADA,CLARK,NV,LAS VEGAS,VALLEY MEDICAL CENTER,PR,PR,130186.35,36.162875,414603.85,-115.1677361,2057,LAS VEGAS,9/1/2006,,,,
13084.*A,AIRPORT,NV17,AWP,PHX,NV,NEVADA,WASHOE,NV,LEMMON VALLEY,YOUNGBERG RANCH,PR,PR,142823.673,39.6732425,431326.689,-119.8129692,4960,SAN FRANCISCO,2/1/1972,,,N,N
13085.*A,AIRPORT,LOL,AWP,PHX,NV,NEVADA,PERSHING,NV,LOVELOCK,DERBY FIELD,PU,PU,144239.2829,40.06646747,426834.31,-118.5650861,3907,KLAMATH FALLS,10/1/1943,N,N,N,Y
13089.6*A,AIRPORT,NV65,AWP,PHX,NV,NEVADA,NYE,NV,MERCURY,DESERT ROCK,PU,PR,131831.8,36.61994444,417716.225,-116.0322847,3314,LAS VEGAS,,,,,
13089.61*A,AIRPORT,L23,AWP,PHX,NV,NEVADA,NYE,NV,MERCURY,PAHUTE MESA AIRSTRIP,PU,PR,133569.818,37.10272722,418728.174,-116.3133817,5068,LAS VEGAS,11/1/1972,,,,
13089.62*A,AIRPORT,NV11,AWP,PHX,NV,NEVADA,NYE,NV,MERCURY,YUCCA AIRSTRIP,PU,PR,133004.83,36.94578611,417736.122,-116.0378117,3919,LAS VEGAS,,,,,
13089.7*A,AIRPORT,67L,AWP,PHX,NV,NEVADA,CLARK,NV,MESQUITE,MESQUITE,PU,PU,132599.3,36.83313889,410601.2,-114.0558889,1977,LAS VEGAS,9/1/1990,,,,
13089.73*H,HELIPORT,2NV3,AWP,PHX,NV,NEVADA,CLARK,NV,MESQUITE,VISTA DEL MONTE LOT 55,PR,PR,132616.1207,36.83781131,410581.5755,-114.0504376,1978,LAS VEGAS,10/1/2004,,,,
13090.5*A,AIRPORT,3Q0,AWP,PHX,NV,NEVADA,MINERAL,NV,MINA,MINA,PU,PU,138167.5,38.37986111,425148.3,-118.09675,4557,SAN FRANCISCO,11/1/1947,N,N,N,N
13091.*A,AIRPORT,MEV,AWP,PHX,NV,NEVADA,DOUGLAS,NV,MINDEN,MINDEN-TAHOE,PU,PU,140401.6185,39.00044958,431103.5969,-119.7509991,4731,SAN FRANCISCO,12/1/1942,N,N,N,N
13095.12*A,AIRPORT,NV14,AWP,PHX,NV,NEVADA,ELKO,NV,MONTELLO,JUNIPER,PR,PR,148879.721,41.35547806,411228.065,-114.2300181,5400,SALT LAKE CITY,7/1/1989,,,,
13095.1*A,AIRPORT,NV67,AWP,PHX,NV,NEVADA,ELKO,NV,MONTELLO,PILOT CREEK RANCHES,PR,PR,148016.73,41.11575833,410809.048,-114.1136244,4980,SALT LAKE CITY,11/1/1986,,,,
13097.*A,AIRPORT,NV08,AWP,PHX,NV,NEVADA,ELKO,NV,MOUNTAIN CITY,PETAN RANCH,PR,PR,150256.644,41.73795667,418378.35,-116.2162083,5616,SALT LAKE CITY,10/1/1962,,,N,N
13098.5*H,HELIPORT,NV37,AWP,PHX,NV,NEVADA,CLARK,NV,NELSON,ELDORADO SUBSTATION,PR,PR,128859.936,35.79442667,414038.949,-115.0108192,1800,LAS VEGAS,10/1/1970,,,N,N
13100.21*A,AIRPORT,08U,AWP,PHX,NV,NEVADA,ELKO,NV,NORTH FORK,STEVENS-CROSBY,PU,PU,149456.7044,41.51575122,417095.7145,-115.8599207,6397,SALT LAKE CITY,9/1/1953,,,,
13104.1*A,AIRPORT,0L9,AWP,PHX,NV,NEVADA,CLARK,NV,OVERTON,ECHO BAY,PU,PU,130719.7,36.31102778,412070,-114.4638889,1535,LAS VEGAS,,N,N,N,N
13104.*A,AIRPORT,U08,AWP,PHX,NV,NEVADA,CLARK,NV,OVERTON,PERKINS FIELD,PU,PU,131645.2,36.56811111,411996,-114.4433333,1365,LAS VEGAS,6/1/1948,N,N,N,N
13106.*A,AIRPORT,10U,AWP,PHX,NV,NEVADA,ELKO,NV,OWYHEE,OWYHEE,PU,PU,151033.07,41.95363056,418255.435,-116.1820653,5377,SALT LAKE CITY,10/1/1943,,,,
13106.75*A,AIRPORT,NV98,AWP,PHX,NV,NEVADA,NYE,NV,PAHRUMP,CAAS,PR,PR,130141,36.15027778,417239,-115.8997222,2800,LAS VEGAS,2/1/2004,,,,
13106.74*A,AIRPORT,NV74,AWP,PHX,NV,NEVADA,NYE,NV,PAHRUMP,CALVADA MEADOWS,PR,PR,130575.854,36.27107056,417582.099,-115.9950275,2726,LAS VEGAS,7/1/1987,,,,
13106.83*U,ULTRALIGHT,NV54,AWP,PHX,NV,NEVADA,NYE,NV,PAHRUMP,FLYING S RANCH,PR,PR,130705.26,36.30701667,417560.04,-115.9889,2800,LAS VEGAS,6/1/2000,,,,
13106.77*H,HELIPORT,90NV,AWP,PHX,NV,NEVADA,NYE,NV,PAHRUMP,KPVM TELEVISION,PR,PR,130345,36.20694444,417455,-115.9597222,2695,LAS VEGAS,2/1/2011,,,,
13106.84*H,HELIPORT,2NV8,AWP,PHX,NV,NEVADA,NYE,NV,PAHRUMP,MERCY AIR-PAHRUMP,PR,PR,130291,36.19194444,417549,-115.9858333,2650,LAS VEGAS,10/1/2004,,,,
13106.79*H,HELIPORT,NV73,AWP,PHX,NV,NEVADA,NYE,NV,PAHRUMP,PRECIOUS MATERIALS,PR,PR,130829.849,36.34162472,417775.107,-116.0486408,2850,LAS VEGAS,2/1/1987,,,,
13106.81*A,AIRPORT,NV00,AWP,PHX,NV,NEVADA,NYE,NV,PAHRUMP,VALLEY VIEW,PR,PR,130519.86,36.25551667,417573.1,-115.9925278,2740,LAS VEGAS,7/1/1989,,,,
13108.*A,AIRPORT,1L1,AWP,PHX,NV,NEVADA,LINCOLN,NV,PANACA,LINCOLN COUNTY,PU,PU,136034.7,37.78741667,411911.6,-114.4198889,4831,LAS VEGAS,7/1/1947,N,N,N,Y
13123.07*H,HELIPORT,50NV,AWP,PHX,NV,NEVADA,WASHOE,NV,RENO,AIRLIFT HELICOPTERS,PR,PR,142620.9,39.61691667,431625.36,-119.8959333,5355,SAN FRANCISCO,7/1/2010,,,,
13123.13*A,AIRPORT,77NV,AWP,PHX,NV,NEVADA,WASHOE,NV,RENO,FLYING EAGLE,PR,PR,143448,39.84666667,430872,-119.6866667,4220,SAN FRANCISCO,9/1/2013,,,,
13123.1*A,AIRPORT,NV09,AWP,PHX,NV,NEVADA,WASHOE,NV,RENO,H BAR H,PR,PR,143007.67,39.72435278,431637.7,-119.8993611,5220,SAN FRANCISCO,7/1/1994,,,,
13123.09*H,HELIPORT,NV78,AWP,PHX,NV,NEVADA,WASHOE,NV,RENO,REMSA/CARE FLIGHT,PR,PR,142203.681,39.5010225,431106.678,-119.751855,4400,SAN FRANCISCO,12/1/1992,,,,
13124.*A,AIRPORT,RTS,AWP,PHX,NV,NEVADA,WASHOE,NV,RENO,RENO/STEAD,PU,PU,142805.437,39.66817694,431555.1827,-119.8764396,5050,SAN FRANCISCO,8/1/1943,N,N,N,Y
13123.*A,AIRPORT,RNO,AWP,PHX,NV,NEVADA,WASHOE,NV,RENO,RENO/TAHOE INTL,PU,PU,142196.8,39.49911111,431165.2,-119.7681111,4414,SAN FRANCISCO,11/1/1938,N,Y,Y,Y
13123.05*H,HELIPORT,NV57,AWP,PHX,NV,NEVADA,WASHOE,NV,RENO,RENOWN RGNL MEDICAL CENTER,PR,PR,142294.679,39.52629972,431265.686,-119.7960239,4504,SAN FRANCISCO,4/1/1981,,,,
13123.01*A,AIRPORT,N86,AWP,PHX,NV,NEVADA,WASHOE,NV,RENO,SPANISH SPRINGS,PU,PU,142799.676,39.66657667,431003.676,-119.7232433,4600,SAN FRANCISCO,8/1/1971,,,N,N
13123.06*H,HELIPORT,NV58,AWP,PHX,NV,NEVADA,WASHOE,NV,RENO,ST MARY'S RGNL MEDICAL CENTER,PR,PR,142319.68,39.53324444,431343.69,-119.8176917,4600,SAN FRANCISCO,8/1/1981,,,,
13126.*A,AIRPORT,NV31,AWP,PHX,NV,NEVADA,NYE,NV,ROUND MOUNTAIN,BARKER CREEK RANCH AIRSTRIP,PR,PR,139700.75,38.80576389,421312.303,-117.0311953,6620,LAS VEGAS,1/1/1993,,,,
13126.2*A,AIRPORT,NV83,AWP,PHX,NV,NEVADA,NYE,NV,ROUND MOUNTAIN,HADLEY,PR,PR,139298.754,38.69409833,421728.308,-117.1467522,5744,LAS VEGAS,4/1/1988,,,,
13126.93*A,AIRPORT,03NV,AWP,PHX,NV,NEVADA,ELKO,NV,RUBY VALLEY,LLAMA RANCH,PR,PR,146104,40.58444444,415072,-115.2977778,6120,LAS VEGAS,11/1/2002,,,,
13128.4*A,AIRPORT,04NV,AWP,SFO,NV,NEVADA,SAN BERNARDINO,CA,SANDY VALLEY,KINGSTON RANCH,PR,PR,128719.913,35.75553139,416393.021,-115.6647281,2620,LAS VEGAS,2/1/1991,,,,
13128.3*A,AIRPORT,3L2,AWP,PHX,NV,NEVADA,CLARK,NV,SANDY VALLEY,SKY RANCH,PR,PU,128854.6,35.79294444,416255.1,-115.6264167,2599,LAS VEGAS,6/1/1979,,,,
13128.31*H,HELIPORT,NV21,AWP,PHX,NV,NEVADA,CLARK,NV,SANDY VALLEY,SKY RANCH,PR,PR,128862.911,35.79525306,416258.02,-115.6272278,2600,PHOENIX,7/1/1991,,,,
13130.1*A,AIRPORT,1L3,AWP,PHX,NV,NEVADA,CLARK,NV,SEARCHLIGHT,SEARCHLIGHT,PU,PU,127600.4,35.44455556,413673.7,-114.9093611,3413,PHOENIX,3/1/1953,,,,
13133.4*A,AIRPORT,SPZ,AWP,PHX,NV,NEVADA,LYON,NV,SILVER SPRINGS,SILVER SPRINGS,PU,PU,141851,39.40305556,429304.3,-119.2511944,4265,SAN FRANCISCO,4/1/1987,N,N,N,N
13134.1*A,AIRPORT,N59,AWP,PHX,NV,NEVADA,LYON,NV,SMITH,ROSASCHI AIR PARK,PU,PU,139821.685,38.83935694,429617.572,-119.3382144,4809,SAN FRANCISCO,4/1/1991,,,,
13134.*A,AIRPORT,NV33,AWP,PHX,NV,NEVADA,LYON,NV,SMITH VALLEY,FARIAS WHEEL,PR,PR,139799.68,38.83324444,429825.581,-119.3959947,4848,SAN FRANCISCO,10/1/1965,,,N,N
13135.21*G,GLIDERPORT,NV23,AWP,PHX,NV,NEVADA,WASHOE,NV,SPARKS,AIR SAILING,PR,PR,143539.668,39.87213,430923.681,-119.7010225,4300,SAN FRANCISCO,11/1/1975,,,,
13135.213*A,AIRPORT,2NV2,AWP,PHX,NV,NEVADA,WASHOE,NV,SPARKS,GIBB RANCH,PR,PR,143405,39.83472222,430829,-119.6747222,4242,SAN FRANCISCO,3/1/2000,,,,
